#;id;uid;code;name;email;address;officePhone;contactPerson;mobilePhone;status;createdBy;createdAt;updatedBy;updatedAt;deletedBy;deletedAt
;98;e957754a-c2e8-4187-8ee6-8c1aa3a06ea8;e957754a-c2e8-4187-8ee6-8c1aa3a06ea8;CUSTOMER 0098;cust0098@mail.com;Cust 0098 Addr;off Cust 0098;pic cust 0098;mp cust 0098;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;99;e2632636-571a-477e-b394-f0724839f85e;c93f0996-f79d-4172-846b-e1bc313c9359;CUSTOMER 0099;cust0099@mail.com;Cust 0099 Addr;off Cust 0099;pic cust 0099;mp cust 0099;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;100;8b114d5c-9afe-4f63-a6a8-9fa7304bf26d;8b114d5c-9afe-4f63-a6a8-9fa7304bf26d;CUSTOMER 0100;cust0100@mail.com;Cust 0100 Addr;off Cust 0100;pic cust 0100;mp cust 0100;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;101;9e2d3746-36e8-401d-bdb5-3489669595d0;c93f0996-f79d-4172-846b-e1bc313c9360;CUSTOMER 0101;cust0101@mail.com;Cust 0101 Addr;off Cust 0101;pic cust 0101;mp cust 0101;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;102;349d0f57-3cd3-411d-9794-d90449ccc6af;349d0f57-3cd3-411d-9794-d90449ccc6af;CUSTOMER 0102;cust0102@mail.com;Cust 0102 Addr;off Cust 0102;pic cust 0102;mp cust 0102;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;103;31ac917d-ae35-40f6-b64a-15522bf15bd3;c93f0996-f79d-4172-846b-e1bc313c9361;CUSTOMER 0103;cust0103@mail.com;Cust 0103 Addr;off Cust 0103;pic cust 0103;mp cust 0103;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;104;8966c084-9380-4b64-9d05-8d508403a118;8966c084-9380-4b64-9d05-8d508403a118;CUSTOMER 0104;cust0104@mail.com;Cust 0104 Addr;off Cust 0104;pic cust 0104;mp cust 0104;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;105;b7993d63-c61e-4b24-bf92-a4927b658e6a;c93f0996-f79d-4172-846b-e1bc313c9362;CUSTOMER 0105;cust0105@mail.com;Cust 0105 Addr;off Cust 0105;pic cust 0105;mp cust 0105;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;106;2def3740-6e67-479f-a1bb-01363917c988;2def3740-6e67-479f-a1bb-01363917c988;CUSTOMER 0106;cust0106@mail.com;Cust 0106 Addr;off Cust 0106;pic cust 0106;mp cust 0106;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;107;d3a8f015-ec67-4e71-9866-44426ce18dc6;c93f0996-f79d-4172-846b-e1bc313c9363;CUSTOMER 0107;cust0107@mail.com;Cust 0107 Addr;off Cust 0107;pic cust 0107;mp cust 0107;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;108;19bf04db-cfb2-4a94-bbd8-e2ff918f6c62;19bf04db-cfb2-4a94-bbd8-e2ff918f6c62;CUSTOMER 0108;cust0108@mail.com;Cust 0108 Addr;off Cust 0108;pic cust 0108;mp cust 0108;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;109;0d549887-7933-4e6f-804a-bd4bc2be6993;c93f0996-f79d-4172-846b-e1bc313c9364;CUSTOMER 0109;cust0109@mail.com;Cust 0109 Addr;off Cust 0109;pic cust 0109;mp cust 0109;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;110;0166e91c-d6f9-4083-9792-a1901bf6d6ed;0166e91c-d6f9-4083-9792-a1901bf6d6ed;CUSTOMER 0110;cust0110@mail.com;Cust 0110 Addr;off Cust 0110;pic cust 0110;mp cust 0110;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;111;8258da73-1e8e-4417-820e-ec3abc25f0c1;c93f0996-f79d-4172-846b-e1bc313c9365;CUSTOMER 0111;cust0111@mail.com;Cust 0111 Addr;off Cust 0111;pic cust 0111;mp cust 0111;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;112;6f11fa91-66b4-4c24-9331-3cad29744534;6f11fa91-66b4-4c24-9331-3cad29744534;CUSTOMER 0112;cust0112@mail.com;Cust 0112 Addr;off Cust 0112;pic cust 0112;mp cust 0112;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;113;a220ca88-062e-416c-bb2e-94dd73b4e1b2;c93f0996-f79d-4172-846b-e1bc313c9366;CUSTOMER 0113;cust0113@mail.com;Cust 0113 Addr;off Cust 0113;pic cust 0113;mp cust 0113;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;114;e9dd9820-3e0c-476a-a4b1-1db16ad68d7e;e9dd9820-3e0c-476a-a4b1-1db16ad68d7e;CUSTOMER 0114;cust0114@mail.com;Cust 0114 Addr;off Cust 0114;pic cust 0114;mp cust 0114;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;115;dbcfb9f9-40d2-47fc-a61c-41881ed345de;c93f0996-f79d-4172-846b-e1bc313c9367;CUSTOMER 0115;cust0115@mail.com;Cust 0115 Addr;off Cust 0115;pic cust 0115;mp cust 0115;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;116;811ae63d-44d4-48fe-b33d-8f22e784a406;811ae63d-44d4-48fe-b33d-8f22e784a406;CUSTOMER 0116;cust0116@mail.com;Cust 0116 Addr;off Cust 0116;pic cust 0116;mp cust 0116;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;117;e2c90bc7-930b-4254-a8eb-08bba78fd399;c93f0996-f79d-4172-846b-e1bc313c9368;CUSTOMER 0117;cust0117@mail.com;Cust 0117 Addr;off Cust 0117;pic cust 0117;mp cust 0117;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;118;f78a7f61-bd6c-42af-8c9e-bf6513633112;f78a7f61-bd6c-42af-8c9e-bf6513633112;CUSTOMER 0118;cust0118@mail.com;Cust 0118 Addr;off Cust 0118;pic cust 0118;mp cust 0118;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;119;73f62dd8-91bc-42a2-b9f8-df2f32863cc5;c93f0996-f79d-4172-846b-e1bc313c9369;CUSTOMER 0119;cust0119@mail.com;Cust 0119 Addr;off Cust 0119;pic cust 0119;mp cust 0119;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;120;e5ed3650-e718-4133-aee1-407e50e8689b;e5ed3650-e718-4133-aee1-407e50e8689b;CUSTOMER 0120;cust0120@mail.com;Cust 0120 Addr;off Cust 0120;pic cust 0120;mp cust 0120;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;121;0c31fccd-ae1e-481d-b67b-35f5936865b6;c93f0996-f79d-4172-846b-e1bc313c9370;CUSTOMER 0121;cust0121@mail.com;Cust 0121 Addr;off Cust 0121;pic cust 0121;mp cust 0121;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;122;8c13cfcf-7afd-4869-bad8-9f475a1ea0dc;8c13cfcf-7afd-4869-bad8-9f475a1ea0dc;CUSTOMER 0122;cust0122@mail.com;Cust 0122 Addr;off Cust 0122;pic cust 0122;mp cust 0122;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;123;0463fed9-52dd-453f-b6b6-22e0b40d6d3e;c93f0996-f79d-4172-846b-e1bc313c9371;CUSTOMER 0123;cust0123@mail.com;Cust 0123 Addr;off Cust 0123;pic cust 0123;mp cust 0123;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;124;579bf3f2-db90-410d-b0a5-81d2625e6a53;579bf3f2-db90-410d-b0a5-81d2625e6a53;CUSTOMER 0124;cust0124@mail.com;Cust 0124 Addr;off Cust 0124;pic cust 0124;mp cust 0124;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;125;7b2db151-5e06-492e-a204-46c1abfc0752;c93f0996-f79d-4172-846b-e1bc313c9372;CUSTOMER 0125;cust0125@mail.com;Cust 0125 Addr;off Cust 0125;pic cust 0125;mp cust 0125;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
;126;25c22047-8fad-4a07-b5c5-27d4fd7b2d9e;25c22047-8fad-4a07-b5c5-27d4fd7b2d9e;CUSTOMER 0126;cust0126@mail.com;Cust 0126 Addr;off Cust 0126;pic cust 0126;mp cust 0126;1;1;16/06/2024 23:38;1;16/06/2024 23:38;;
